"","charter_id","year","charter","study","vessel","boat","stationid","haul","start_date","start_time","end_time","start_latitude","start_longitude","end_latitude","end_longitude","duration","distance_fished_nm","distance_fished_km","net_width_m","aswept_nm2","aswept_nm2_new","aswept_km2_new","gear_temp","gear_depth","pairnum","k50m_mn","k50m_stdev","k50m_skew","k50m_kurt","k50m_min","k50m_p10","k50m_p25","k50m_med","k50m_p75","k50m_p90","k50m_max","k50m_qr","k50m_mode","k100m_mn","k100m_stdev","k100m_skew","k100m_kurt","k100m_min","k100m_p10","k100m_p25","k100m_med","k100m_p75","k100m_p90","k100m_max","k100m_qr","k100m_mode","em50m_mn","em50m_stdev","em50m_skew","em50m_kurt","em50m_min","em50m_p10","em50m_p25","em50m_med","em50m_p75","em50m_p90","em50m_max","em50m_qr","em50m_mode","em100m_mn","em100m_stdev","em100m_skew","em100m_kurt","em100m_min","em100m_p10","em100m_p25","em100m_med","em100m_p75","em100m_p90","em100m_max","em100m_qr","em100m_mode","x38khz_q1","x38khz_q2","x38khz_q3","ebssed2_phi","ebssed2_sort","ebssed2_skew","ebssed2_pctg","ebssed2_pcts","ebssed2_pctm","seabedidw3_mudmedn","seabedidw3_mudstdvn","seabedidw3_mudgt10pct","seabedidw3_sndmedn","seabedidw3_sndstdvn","seabedidw3_gvlmedn","seabedidw3_gvlstdvn","seabedidw3_folkmodea","seabedidw3_domncmodea","seabedcw_mudmedn","seabedcw_mudstdvn","seabedcw_mudgt10pct","seabedcw_sndmedn","seabedcw_sndstdvn","seabedcw_gvlmedn","seabedcw_gvlstdvn","seabedcw_folkmodea","seabedcw_domncmodea"
"1","1","2013","NMFS","SBS","89","ALD","D-08",27,"2013-06-14","14:56:22","15:27:30",56.01615,-163.3619,56.00041,-163.39949,0.519,1.580994096,2.928,16.499,0.014083688687376,0.014083688687376,0.048309072,1.8,86,"13004",0.172110845474614,0.0632126909492274,1.66353838410596,13.5523522030905,0.0477922958057396,0.104054022075056,0.128844333333333,0.161748291390729,0.203551726269317,0.25078558057395,0.63971495584989,0.0747078807947017,0.163298567328919,0.172168417322835,0.0648873385826771,1.70461632283464,14.7141990314961,0.0393841259842519,0.10294442519685,0.127772220472441,0.161635338582677,0.204822976377953,0.253006755905512,0.807155165354331,0.0770514173228347,0.163995196850394,0.0717175197368421,0.0427167763157895,1.18631246710526,5.31639196710526,0.00254088157894737,0.0247610328947369,0.0404594144736842,0.0638552763157894,0.0939340789473682,0.12722897368421,0.297762085526316,0.0534743355263158,0.0733095657894737,0.0694988235294118,0.041187568627451,1.16128768627451,5.19663488235294,0.00184388235294118,0.0241584705882353,0.0393692941176471,0.0616517450980392,0.0911248039215686,0.123954215686274,0.312632058823529,0.0517550392156863,0.0709706078431372,10.8108192228767,-3.29184025541096,1.47205779328767,3.09522666666667,0.985333333333334,NA,0.685351666666667,92.0364346666666,7.27821333333333,2,13.04,0.188,78.15,21.97,10.37,19.15,30,30,0,16.13,0.004,95,24.75,1,20.63,30,30
"2","1","2013","NMFS","SBS","89","ALD","E-08",28,"2013-06-14","17:41:34","18:13:15",56.32096,-163.41742,56.34687,-163.41882,0.528,1.555616117,2.881,15.491,0.013010992722343,0.013010992722343,0.044629571,1.4,82,"13007",0.143515807453416,0.050651852484472,2.731877060559,38.3216815388199,0.0423367127329194,0.0927024487577651,0.112181114906833,0.137396099378884,0.166782745341617,0.199213964285716,0.736438262422363,0.0546016490683232,0.138764209627331,0.143397508108108,0.0504444864864865,3.37426921621622,63.2942044378378,0.0358943027027027,0.0917897783783781,0.111631945945946,0.137412254054054,0.167554151351351,0.200445205405405,1.03497721621622,0.0559222216216216,0.138726443243243,0.059033641025641,0.0329755457875458,0.979402882783883,5.55757072893772,0.00167202564102564,0.0210437142857144,0.0347434652014652,0.0544737106227105,0.0781904212454215,0.10249936996337,0.248348582417582,0.0434463992673992,0.064418435897436,0.0593969108910891,0.0334207821782178,1.06194413861386,6.29354655445544,0.00119266336633663,0.0211353366336634,0.0350169207920792,0.0547165445544554,0.0779770396039604,0.103233603960396,0.284768069306931,0.0429594257425742,0.063953702970297,11.2792155339402,-3.43782355491848,1.45247561807065,2.71612857142857,0.97114,0.1,NA,NA,NA,17,14.87,0.693,82.99,15.59,0,1.4,32,30,17,9.83,0.007,83,9.67,0,0,32,30
"3","1","2013","NMFS","SBS","89","ALD","E-09",26,"2013-06-14","11:35:26","12:08:01",56.34484,-162.79486,56.31849,-162.79728,0.543,1.583153924,2.932,16.277,0.013913168703412,0.013913168703412,0.047724164,1.6,76,"13008",0.111668687732342,0.0398878513011152,1.86358222304833,16.1969357527881,0.0320225483271376,0.0694762862453533,0.0848387565055767,0.105971693308551,0.131223373605949,0.159461607806693,0.462797881040893,0.0463844869888477,0.10662699070632,0.110950430379747,0.0398266265822785,1.98266617088608,20.2311905949367,0.0274109873417722,0.0684610379746836,0.0838997405063289,0.105279360759494,0.131036949367089,0.159282670886076,0.608731056962025,0.0471371202531645,0.106706797468354,0.0611454339622642,0.0359693867924528,1.15031304716981,5.72420978773585,0.00239775,0.0211580235849057,0.0349263301886792,0.0549954905660377,0.080702570754717,0.108381566037736,0.274553150943396,0.0457758396226416,0.0630035754716981,0.0601569638554217,0.0361263734939759,1.22432157831325,5.97182044578313,0.00166914457831325,0.0205063975903614,0.0341306506024096,0.0536949156626506,0.0788121325301205,0.107559253012048,0.31695078313253,0.0446811325301205,0.0605780843373493,11.0267326466265,-4.31282570391566,1.52482290722892,2.43856666666667,1.2,NA,0.095663,97.5127549999999,2.391582,0.28,2.21,0.016,95.35,24.01,0.69,24.47,30,30,0,2.04,0,99,31.52,0,31.95,30,30
"4","1","2013","NMFS","SBS","89","ALD","E-11",11,"2013-06-11","09:40:37","10:12:32",56.31591,-161.63167,56.34264,-161.62856,0.532,1.606912032,2.976,15.81,0.01371679090848,0.01371679090848,0.04705056,2.6,62,"13010",0.128599613107822,0.041840600422833,1.35084743340381,12.0132618181818,0.0379304608879493,0.082572427061311,0.100113135306555,0.12272511627907,0.150252782241016,0.180864323467231,0.441344657505286,0.0501395877378436,0.123854987315011,0.118309147058824,0.0417079705882353,1.70034388235294,14.8064107352941,0.0290231764705882,0.0735666764705882,0.0898360588235294,0.112684294117647,0.139144294117647,0.171064735294118,0.570532647058824,0.0493080882352941,0.114034352941176,0.062240535,0.036090785,1.264015885,6.0890908,0.00194403,0.0227731950000001,0.036502825,0.0562159149999999,0.080840985,0.10824327,0.292800525,0.04433768,0.0634841799999999,0.0583821948051948,0.0328341038961039,1.23583254545455,6.08394061038961,0.00119785714285714,0.0217614545454545,0.0349154935064935,0.0531556363636363,0.0755225974025974,0.100305441558441,0.304774337662338,0.0406065974025974,0.0612211688311688,10.8136166714024,-4.17570100134146,0.913920118231707,3.17995705882353,1.13859666666667,1.13458333333333,16.1699999999999,80.46,3.37,0.97,3.62,0.03,80.96,16.64,17.13,17.09,30,30,1.09,9.18,0.009,93.28,24.18,0,24.65,30,30
"5","1","2013","NMFS","SBS","89","ALD","E-12",10,"2013-06-11","06:29:11","06:59:33",56.33449,-160.98767,56.32543,-161.03104,0.506,1.54967659,2.87,14.706,0.01230450593526,0.01230450593526,0.04220622,2.9,51,"13011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0496803965517241,0.0269594310344828,0.986390327586206,4.78541543103448,0.00209412068965517,0.0191466982758621,0.0298096293103449,0.0457228793103449,0.0650314051724137,0.0850140344827587,0.205425456896552,0.0352216896551724,0.0523570086206895,0.050438612244898,0.0281855918367347,1.1650712244898,5.66548175510204,0.00168269387755102,0.0191110816326531,0.0297482857142857,0.0460969591836735,0.0655182653061224,0.0877574693877551,0.248993591836735,0.0357699591836735,0.0518415102040816,11.3429797592929,-2.93695899353535,1.37299838383838,2.90465307692308,1.04839692307692,1.45286666666667,4.95483719999998,94.0696522,0.9735108,0.58,0.48,0,90.68,22.43,8.53,22.58,30,30,0.36,0.72,0,90.48,35.56,8.59,35.63,30,30
"6","1","2013","NMFS","SBS","89","ALD","F-09",25,"2013-06-14","08:57:41","09:28:28",56.67848,-162.78768,56.65277,-162.79364,0.513,1.554536203,2.879,15.605,0.013097643326735,0.013097643326735,0.044926795,1.3,69,"13012",0.121237693181818,0.04511446875,1.29401623863636,9.02431034659091,0.0335425142045455,0.072432272727273,0.0892706249999999,0.113373454545455,0.145444931818183,0.17954809375,0.406145485795454,0.0561742357954547,0.112272625,0.12269474015748,0.0473200236220473,1.37946005511811,10.0181853228347,0.0298862440944882,0.0719461496062992,0.0891942519685037,0.113795622047244,0.147447881889764,0.184058732283465,0.50488020472441,0.0582535511811023,0.11197074015748,0.0661654566473988,0.0394547456647399,1.2881250982659,6.56620090751445,0.00260872832369942,0.0230533815028902,0.037573676300578,0.0591501560693641,0.0868649306358379,0.117375208092485,0.302474537572255,0.0492909132947977,0.0694296936416185,0.0666500845070422,0.0401653098591549,1.26177238028169,6.02634771830986,0.00171676056338028,0.0226881971830986,0.0375798169014084,0.0596137605633802,0.0877126338028169,0.119461225352113,0.33376338028169,0.0501324366197183,0.0699729436619718,10.9104860496027,-3.73130703476821,1.35889051629139,3.10169166666667,1.26815333333333,0.35,NA,NA,NA,2.63,1.9,0.006,96.89,2.07,0,1.19,30,30,2.12,4.17,0.002,97,3.96,0,0.33,30,30
"7","1","2013","NMFS","SBS","89","ALD","F-11",13,"2013-06-11","14:03:24","14:20:37",56.6732,-161.57696,56.6857,-161.58497,0.287,0.795896618,1.474,15.02,0.00645438902284,0.00645438902284,0.02213948,1.6,87,"13014",0.210219044205496,0.0698952867383511,1.63811498566309,20.3874536833931,0.0572641087216254,0.132824726403824,0.162250556750301,0.201077606929511,0.247587750298685,0.29705946236559,0.805530449223414,0.0853369784946235,0.204911131421745,0.21012010373444,0.0712155726141079,1.82721934854772,29.1470555186722,0.0474461618257261,0.131216821576764,0.161154526970955,0.200531439834024,0.24705237759336,0.299795987551867,1.10472881742739,0.085897580912863,0.204780112033195,0.0815689677419355,0.0455958888888889,1.06655909318997,5.07600926523297,0.00228416129032258,0.0297745627240144,0.0485505555555555,0.0746365555555557,0.106351698924731,0.141165161290323,0.343930035842293,0.0578010752688172,0.0864697347670252,0.0835661020408163,0.0466237244897959,1.02292925510204,4.83203854081633,0.00159381632653061,0.0304584183673469,0.0496284693877551,0.0766343775510204,0.109306520408163,0.144831132653061,0.370523346938776,0.0596779387755102,0.088028469387755,10.0901707894937,-3.82919349172152,0.807168473518987,4.88155,1.155,1.343,0.33,96.9699999999999,2.7,1.74,6.74,0.101,93,6.73,2.51,5.4,30,30,25,25,0.003,66.5,21.6,0,7.36,32,20
"8","1","2013","NMFS","SBS","89","ALD","G-08",29,"2013-06-15","06:32:01","07:03:35",56.99188,-163.38963,57.01751,-163.39262,0.526,1.541037278,2.854,15.698,0.013061288287036,0.013061288287036,0.044802092,0,63,"13018",0.153906298206278,0.047963869955157,1.61823326233184,16.4845379798206,0.0488380403587445,0.101598443946189,0.121198721973094,0.147698813901347,0.179088724215247,0.213193984304934,0.534611159192826,0.0578901457399105,0.150207632286997,0.154241511450382,0.0484701908396947,1.63127944274809,18.8567445572519,0.0416335190839694,0.100328106870229,0.120913312977099,0.147876916030534,0.180772030534352,0.215738709923664,0.716197725190839,0.0598588702290077,0.151118290076336,0.0588291220930232,0.0318976860465116,0.970181895348837,4.71242573255814,0.00221933139534884,0.0220654244186047,0.0355678720930232,0.0543973197674418,0.077271,0.100518418604651,0.231312877906977,0.0417024476744186,0.061266715116279,0.05854396875,0.031646484375,0.984535171875001,4.893036125,0.0016790625,0.021938375,0.035418703125,0.054398484375,0.07640228125,0.10040996875,0.266296515625,0.040982765625,0.0622883906249999,11.2417057996894,-4.05445843310559,1.3412300452795,3.44265,1.31845,NA,NA,NA,NA,5.77,4.74,0.248,93.57,4.5,0,0,30,30,0,7.79,0.002,99,7.33,0,0,30,30
"9","1","2013","NMFS","SBS","89","ALD","G-09",24,"2013-06-14","06:25:35","06:56:54",57.00847,-162.78163,56.98407,-162.79957,0.522,1.578294311,2.923,15.543,0.013244982355737,0.013244982355737,0.045432189,0.9,58,"13019",0.144374331578947,0.0460429342105263,1.13841037631579,7.8850340868421,0.043166952631579,0.0923537631578949,0.112269260526317,0.137939715789473,0.169491555263159,0.202532715789474,0.452291763157895,0.0572223052631581,0.139961436842105,0.144725721311475,0.0471301885245902,1.15458295081967,8.17783707377049,0.0365445819672131,0.0920046803278686,0.112020434426229,0.137582713114754,0.170118704918033,0.206043147540984,0.55587624590164,0.0580982786885246,0.139968795081967,0.0585419171974522,0.0346897197452229,1.35562433757962,7.20851756050956,0.00190423566878981,0.0206405668789809,0.033911025477707,0.0523920509554139,0.0764607006369427,0.103155923566879,0.284627229299363,0.0425491847133758,0.0600061528662419,0.0596253076923077,0.0356130153846154,1.37754252307692,6.89995275384616,0.00149270769230769,0.0208001538461538,0.0344024153846154,0.0532487846153846,0.078027923076923,0.104638953846154,0.330086230769231,0.0436250615384615,0.0591881384615384,10.9080286852703,-3.03787209675676,1.66132215094595,3.67265,1.26982,2.00973333333333,0.23,95.6299999999999,4.14,4.3,3.54,0.116,94.98,3.43,0,0.3,30,30,5,4.94,0.008,94.74,4.9,0,0.34,30,30
"10","1","2013","NMFS","SBS","89","ALD","G-11",14,"2013-06-11","16:36:20","17:08:33",56.98761,-161.56359,57.01343,-161.56443,0.537,1.549136633,2.869,15.777,0.013196011808529,0.013196011808529,0.045264213,2,66,"13021",0.185636484429066,0.0551364186851211,1.22105259861592,10.2531311384083,0.0583627162629758,0.123046512110727,0.146389238754326,0.177952055363322,0.218153809688581,0.255765429065743,0.587155854671281,0.0717645709342561,0.181820311418685,0.186134489795918,0.0568899795918367,1.19334776530612,10.1318876632653,0.0490768979591836,0.120863653061224,0.145474816326531,0.177852071428571,0.220175887755102,0.259735112244898,0.729480204081633,0.0747010612244898,0.183214010204082,0.0632288142857143,0.0348034142857143,1.19481517142857,8.43655514285715,0.00170307142857143,0.0236138142857143,0.0382297428571428,0.0579821142857142,0.0822658428571428,0.107985242857143,0.276782914285714,0.0440355142857143,0.0675375857142857,0.0634879444444444,0.0356994444444445,1.2788335,8.11974583333333,0.000903222222222222,0.0233346666666667,0.0372857222222222,0.0586143333333333,0.083473,0.107574944444444,0.335519777777778,0.0461865,0.0689644444444444,10.4390522435521,-3.80018658872587,0.747981436756757,3.87956666666667,1.65996,0.31,0.469743,95.7723129999999,3.757944,2.42,18.01,0.303,96.33,17.8,0.06,1.28,30,30,2,33.08,0.005,97,32.9,0,0.42,23,30
